"Qubit","T1 (us)","T2 (us)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","RX error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","CZ error ","RZZ error ","Gate time (ns)","Operational"
"57","114.1037032969965","99.37185047910036","0.04349999999999998","0.0822","0.0048","1560","0.0013919272185197308","0.0013919272185197308","0","0.0013919272185197308","0.0013919272185197308","57_53:0.0226037604793074;57_58:0.008783369705207933","57_53:0.032722344466862285;57_58:0.004513028558820881","57_53:108;57_58:68","true"
"58","11.74997874956802","17.29394182964254","0.024599999999999955","0.0298","0.0194","1560","0.0015838522096628582","0.0015838522096628582","0","0.0015838522096628582","0.0015838522096628582","58_57:0.008783369705207933;58_59:0.009469644045392744","58_57:0.004513028558820881;58_59:1","58_57:68;58_59:68","true"
"59","202.73892428259683","178.80687743493996","0.04710000000000003","0.0636","0.0306","1560","0.00023223938444694636","0.00023223938444694636","0","0.00023223938444694636","0.00023223938444694636","59_72:0.002009995586844837;59_58:0.009469644045392744;59_60:0.002446443749271693","59_72:1;59_58:1;59_60:1","59_72:68;59_58:68;59_60:68","true"
"60","120.84856127701572","118.90385635657772","0.011299999999999977","0.0164","0.0062","1560","0.00031553074098378487","0.00031553074098378487","0","0.00031553074098378487","0.00031553074098378487","60_61:0.004477665576905071;60_59:0.002446443749271693","60_61:0.0032595434525851397;60_59:1","60_61:68;60_59:68","true"
"61","163.63326634908285","146.7698092824884","0.02190000000000003","0.0362","0.0076","1560","0.0009653662051480721","0.0009653662051480721","0","0.0009653662051480721","0.0009653662051480721","61_60:0.004477665576905071;61_62:0.005939439022581788;61_54:0.010064364537126919","61_60:0.0032595434525851397;61_62:0.0070635928095958145;61_54:0.004108623574596487","61_60:68;61_62:68;61_54:152","true"
"62","173.7370478667294","127.01100638327034","0.013599999999999945","0.019","0.0082","1560","0.0005667165909987864","0.0005667165909987864","0","0.0005667165909987864","0.0005667165909987864","62_61:0.005939439022581788;62_63:0.008152508586083212","62_61:0.0070635928095958145;62_63:0.008814736596595568","62_61:68;62_63:164","true"
"63","222.5315504431856","156.65709017479884","0.03159999999999996","0.0488","0.0144","1560","0.0008027227338861788","0.0008027227338861788","0","0.0008027227338861788","0.0008027227338861788","63_62:0.008152508586083212;63_64:0.0040547716825287405;63_73:0.003604170000458512","63_62:0.008814736596595568;63_64:0.011727105755665934;63_73:0.00453513210525941","63_62:164;63_64:68;63_73:88","true"
"64","205.39137170019077","121.94249908956559","0.10299999999999998","0.1098","0.0962","1560","0.0005512477575086951","0.0005512477575086951","0","0.0005512477575086951","0.0005512477575086951","64_65:0.003300961613336262;64_63:0.0040547716825287405","64_65:0.008048350454220726;64_63:0.011727105755665934","64_65:68;64_63:68","true"
"65","200.73863822406202","134.11428932386465","0.014800000000000035","0.0188","0.0108","1560","0.0003129588299054029","0.0003129588299054029","0","0.0003129588299054029","0.0003129588299054029","65_55:0.00686498061835808;65_64:0.003300961613336262;65_66:0.0016286625380379782","65_55:0.003274770584154041;65_64:0.008048350454220726;65_66:0.0025213161810819507","65_55:120;65_64:68;65_66:68","true"
"66","208.82796997009822","234.67734861090727","0.00649999999999995","0.0114","0.0016","1560","0.00021270178672204703","0.00021270178672204703","0","0.00021270178672204703","0.00021270178672204703","66_65:0.0016286625380379782;66_67:0.00193957213721635","66_65:0.0025213161810819507;66_67:0.003215088123280696","66_65:68;66_67:68","true"
"67","111.18252472972375","112.52560239240341","0.04090000000000005","0.063","0.0188","1560","0.00026888173717024905","0.00026888173717024905","0","0.00026888173717024905","0.00026888173717024905","67_68:0.0023005711229227843;67_74:0.004531401776608962;67_66:0.00193957213721635","67_68:0.0031295495148079833;67_74:0.0040528720049063105;67_66:0.003215088123280696","67_68:88;67_74:72;67_66:68","true"
"68","182.49471206428538","87.0473188605802","0.0049000000000000155","0.0086","0.0012","1560","0.0003284641220143025","0.0003284641220143025","0","0.0003284641220143025","0.0003284641220143025","68_67:0.0023005711229227843;68_69:0.004021738222017707","68_67:0.0031295495148079833;68_69:0.005389763409050147","68_67:88;68_69:68","true"
"69","85.28127466156488","66.80576503986232","0.02739999999999998","0.035","0.0198","1560","0.0006178938717923728","0.0006178938717923728","0","0.0006178938717923728","0.0006178938717923728","69_56:0.007451101821800199;69_68:0.004021738222017707;69_70:0.0035425000352142244","69_56:0.011869106418075315;69_68:0.005389763409050147;69_70:0.006083473388052707","69_56:160;69_68:68;69_70:68","true"
"70","90.99405953373441","35.98695624670905","0.0413","0.0358","0.0468","1560","0.0005907097284186927","0.0005907097284186927","0","0.0005907097284186927","0.0005907097284186927","70_69:0.0035425000352142244;70_71:0.0030986953693561414","70_69:0.006083473388052707;70_71:0.00627006908156702","70_69:68;70_71:68","true"
"71","197.21830479823228","37.67030990797872","0.04459999999999997","0.0558","0.0334","1560","0.000436832938577178","0.000436832938577178","0","0.000436832938577178","0.000436832938577178","71_75:0.00271342874503519;71_70:0.0030986953693561414","71_75:0.004199680773486619;71_70:0.00627006908156702","71_75:112;71_70:68","true"
"72","227.59715055429393","84.92938099492093","0.007600000000000051","0.0084","0.0068","1560","0.0004829336519188397","0.0004829336519188397","0","0.0004829336519188397","0.0004829336519188397","72_59:0.002009995586844837;72_78:0.003173932416253966","72_59:1;72_78:0.004185203360033418","72_59:68;72_78:120","true"
"73","172.89582957538664","91.14594779578414","0.008600000000000052","0.0082","0.009","1560","0.0011864262334668689","0.0011864262334668689","0","0.0011864262334668689","0.0011864262334668689","73_82:0.0018750848567952172;73_63:0.003604170000458512","73_82:0.004591375419248284;73_63:0.00453513210525941","73_82:88;73_63:88","true"
"74","151.538069334568","123.41480813373586","0.010600000000000054","0.0144","0.0068","1560","0.00068601353792065","0.00068601353792065","0","0.00068601353792065","0.00068601353792065","74_86:0.014237309039260848;74_67:0.004531401776608962","74_86:0.0027773440668464044;74_67:0.0040528720049063105","74_86:68;74_67:72","true"
"75","231.41009308008302","128.380014451695","0.006299999999999972","0.0082","0.0044","1560","0.0012532441654006076","0.0012532441654006076","0","0.0012532441654006076","0.0012532441654006076","75_90:0.00169720976728166;75_71:0.00271342874503519","75_90:0.003447008196202611;75_71:0.004199680773486619","75_90:88;75_71:112","true"
"76","148.30871644390336","71.40329162390279","0.025399999999999978","0.025","0.0258","1560","0.00032834678520957404","0.00032834678520957404","0","0.00032834678520957404","0.00032834678520957404","76_91:0.004404702794432502;76_77:0.0036757993853075432","76_91:0.003206547253441161;76_77:0.00362277774694289","76_91:68;76_77:68","true"
"77","208.5192755948875","164.33554827089526","0.017800000000000038","0.0138","0.0218","1560","0.00017963506124118555","0.00017963506124118555","0","0.00017963506124118555","0.00017963506124118555","77_78:0.0024577367307009323;77_76:0.0036757993853075432","77_78:0.0034552552785564183;77_76:0.00362277774694289","77_78:68;77_76:68","true"
"78","85.06128112744713","85.93406913681433","0.02729999999999999","0.0316","0.023","1560","0.0002487112955531927","0.0002487112955531927","0","0.0002487112955531927","0.0002487112955531927","78_77:0.0024577367307009323;78_79:0.019138238727778978;78_72:0.003173932416253966","78_77:0.0034552552785564183;78_79:0.029291008437628163;78_72:0.004185203360033418","78_77:68;78_79:88;78_72:120","true"
"79","61.71807947517145","58.88156663791416","0.03600000000000003","0.071","0.001","1560","0.0035007037379922055","0.0035007037379922055","0","0.0035007037379922055","0.0035007037379922055","79_78:0.019138238727778978;79_80:0.01697483581701667","79_78:0.029291008437628163;79_80:0.026682184675414","79_78:88;79_80:68","true"
"80","136.5721938177374","29.980705486143943","0.021100000000000008","0.0252","0.017","1560","0.0003708424483721882","0.0003708424483721882","0","0.0003708424483721882","0.0003708424483721882","80_81:0.0021993950792021932;80_92:0.0019607669250467363;80_79:0.01697483581701667","80_81:0.004500511861957018;80_92:0.0030246724325490026;80_79:0.026682184675414","80_81:68;80_92:68;80_79:68","true"
"81","77.14736957162842","99.32083098471577","0.008399999999999963","0.0092","0.0076","1560","0.00033753806495986677","0.00033753806495986677","0","0.00033753806495986677","0.00033753806495986677","81_80:0.0021993950792021932;81_82:0.002732363660189363","81_80:0.004500511861957018;81_82:0.0044936524345703666","81_80:68;81_82:68","true"
"82","299.9907958644467","81.06940691894694","0.09130000000000005","0.1026","0.08","1560","0.00023980699500686896","0.00023980699500686896","0","0.00023980699500686896","0.00023980699500686896","82_81:0.002732363660189363;82_83:0.006892547043891695;82_73:0.0018750848567952172","82_81:0.0044936524345703666;82_83:0.009663749857237058;82_73:0.004591375419248284","82_81:68;82_83:68;82_73:88","true"
"83","120.24467532218537","79.94103834883016","0.07650000000000001","0.0538","0.0992","1560","0.0012074663776169088","0.0012074663776169088","0","0.0012074663776169088","0.0012074663776169088","83_82:0.006892547043891695;83_84:0.011505015357600762","83_82:0.009663749857237058;83_84:0.012487100874732454","83_82:68;83_84:108","true"
"84","156.99256494280868","149.7163931709519","0.06020000000000003","0.0878","0.0326","1560","0.0006594949495488302","0.0006594949495488302","0","0.0006594949495488302","0.0006594949495488302","84_93:0.013451689090494628;84_83:0.011505015357600762;84_85:0.04058189133556542","84_93:0.006602184149160556;84_83:0.012487100874732454;84_85:0.06024095070598781","84_93:68;84_83:108;84_85:88","true"
"85","3.2296841284737936","5.972023334664558","0.03810000000000002","0.0622","0.014","1560","0.0061215091960595686","0.0061215091960595686","0","0.0061215091960595686","0.0061215091960595686","85_86:1;85_84:0.04058189133556542","85_86:0.0023986888991948396;85_84:0.06024095070598781","85_86:68;85_84:88","true"
