"Qubit","T1 (us)","T2 (us)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","RX error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","CZ error ","Gate time (ns)","Operational"
"20","176.77814150458636","207.3694793002376","0.008099999999999996","0.0122","0.004","2100","0.000474312052815215","0.000474312052815215","0","0.000474312052815215","0.000474312052815215","20_21:0.0026784721754230523","20_21:68","true"
"21","228.9193775078055","262.49831860248","0.00649999999999995","0.008","0.005","2100","0.00009419379737167842","0.00009419379737167842","0","0.00009419379737167842","0.00009419379737167842","21_36:0.001393937055067962;21_20:0.0026784721754230523;21_22:0.0013885342932222766","21_36:68;21_20:68;21_22:68","true"
"22","186.83817672258752","46.247079708705364","0.016700000000000048","0.0178","0.0156","2100","0.0001506272710130233","0.0001506272710130233","0","0.0001506272710130233","0.0001506272710130233","22_23:0.002303701000209407;22_21:0.0013885342932222766","22_23:68;22_21:68","true"
"23","272.5887319937169","34.31357908972811","0.12760000000000005","0.0832","0.172","2100","0.0004884064185301092","0.0004884064185301092","0","0.0004884064185301092","0.0004884064185301092","23_22:0.002303701000209407;23_24:1;23_16:0.0018655694495757214","23_22:68;23_24:68;23_16:68","true"
"24","33.33159766966518","0.17982914179291226","0.4327","0.4392","0.4262","2100","0.00027110284115344053","0.00027110284115344053","0","0.00027110284115344053","0.00027110284115344053","24_23:1;24_25:1","24_23:68;24_25:68","true"
"25","177.0164348358386","119.30415949602961","0.010399999999999965","0.0198","0.001","2100","0.0003757386562642771","0.0003757386562642771","0","0.0003757386562642771","0.0003757386562642771","25_24:1;25_26:0.014097833634747287;25_37:0.0021862668852102307","25_24:68;25_26:68;25_37:68","true"
"26","6.757408914344121","14.669662146199588","0.1472","0.1606","0.1338","2100","0.0019102189318911343","0.0019102189318911343","0","0.0019102189318911343","0.0019102189318911343","26_25:0.014097833634747287;26_27:0.008803766920256778","26_25:68;26_27:68","true"
"27","155.45818697018987","137.39262703172489","0.21889999999999998","0.1348","0.303","2100","0.000166560660643648","0.000166560660643648","0","0.000166560660643648","0.000166560660643648","27_26:0.008803766920256778;27_28:0.0019630033525045165;27_17:0.0023950747046319887","27_26:68;27_28:68;27_17:68","true"
"28","237.6727499284898","244.22025816113472","0.0044999999999999485","0.0076","0.0014","2100","0.00019163174180471287","0.00019163174180471287","0","0.00019163174180471287","0.00019163174180471287","28_27:0.0019630033525045165;28_29:0.0021166668678444522","28_27:68;28_29:68","true"
"29","153.5438236965658","218.34801005161313","0.05579999999999996","0.0436","0.068","2100","0.0003493217013082662","0.0003493217013082662","0","0.0003493217013082662","0.0003493217013082662","29_38:0.0017577792967183592;29_28:0.0021166668678444522;29_30:0.0037851795419008294","29_38:68;29_28:68;29_30:68","true"
"30","275.1299819028114","123.19258567787004","0.024499999999999966","0.02","0.029","2100","0.0004751184081081534","0.0004751184081081534","0","0.0004751184081081534","0.0004751184081081534","30_31:0.0017295951790449182;30_29:0.0037851795419008294","30_31:68;30_29:68","true"
"31","149.59286025324704","57.31458515509489","0.03269999999999995","0.0584","0.007","2100","0.00024044261985136042","0.00024044261985136042","0","0.00024044261985136042","0.00024044261985136042","31_30:0.0017295951790449182;31_32:0.002330242356332779;31_18:0.001894452906588795","31_30:68;31_32:68;31_18:68","true"
"32","312.6770897423741","28.00203773364271","0.011099999999999999","0.0078","0.0144","2100","0.00029178304696857144","0.00029178304696857144","0","0.00029178304696857144","0.00029178304696857144","32_31:0.002330242356332779;32_33:0.0013935126452631896","32_31:68;32_33:68","true"
"33","133.59229911938962","145.6630980790991","0.008299999999999974","0.0154","0.0012","2100","0.00017339714472183528","0.00017339714472183528","0","0.00017339714472183528","0.00017339714472183528","33_39:0.001395114141401116;33_32:0.0013935126452631896;33_34:0.001140066414028612","33_39:68;33_32:68;33_34:68","true"
"34","129.4093931623533","117.13629220978162","0.0050000000000000044","0.0072","0.0028","2100","0.0006045212626417957","0.0006045212626417957","0","0.0006045212626417957","0.0006045212626417957","34_33:0.001140066414028612;34_35:0.002125540805430287","34_33:68;34_35:68","true"
"35","213.1879546689265","247.70429919182882","0.04479999999999995","0.087","0.0026","2100","0.00016022985446141367","0.00016022985446141367","0","0.00016022985446141367","0.00016022985446141367","35_19:0.0016875334605248593;35_34:0.002125540805430287","35_19:80;35_34:68","true"
"36","255.38341897490147","122.04916809107772","0.008299999999999974","0.015","0.0016","2100","0.0020719798059833324","0.0020719798059833324","0","0.0020719798059833324","0.0020719798059833324","36_41:0.002190776812314832;36_21:0.001393937055067962","36_41:68;36_21:68","true"
"37","89.05001546467287","43.03994933039808","0.0887","0.1286","0.0488","2100","0.00036194660464889403","0.00036194660464889403","0","0.00036194660464889403","0.00036194660464889403","37_45:0.002347188465533473;37_25:0.0021862668852102307","37_45:68;37_25:68","true"
"38","97.27837240052637","80.93151715895307","0.07489999999999997","0.052","0.0978","2100","0.0002582794324493427","0.0002582794324493427","0","0.0002582794324493427","0.0002582794324493427","38_29:0.0017577792967183592;38_49:0.0023627398893693585","38_29:68;38_49:68","true"
"39","116.89615859332515","167.3562370048901","0.008299999999999974","0.0098","0.0068","2100","0.0002755806934481371","0.0002755806934481371","0","0.0002755806934481371","0.0002755806934481371","39_53:0.001542088927030949;39_33:0.001395114141401116","39_53:68;39_33:68","true"
"40","218.30732879668102","52.043435385342455","0.00770000000000004","0.011","0.0044","2100","0.0005298407470530817","0.0005298407470530817","0","0.0005298407470530817","0.0005298407470530817","40_41:0.0021985815464727054","40_41:68","true"
"41","206.13819037112776","32.6880204064067","0.009600000000000053","0.0128","0.0064","2100","0.00016620071320225363","0.00016620071320225363","0","0.00016620071320225363","0.00016620071320225363","41_40:0.0021985815464727054;41_42:0.0018054170217485788;41_36:0.002190776812314832","41_40:68;41_42:68;41_36:68","true"
"42","173.66106080276694","124.96637325139886","0.008099999999999996","0.01","0.0062","2100","0.00026042665551958665","0.00026042665551958665","0","0.00026042665551958665","0.00026042665551958665","42_41:0.0018054170217485788;42_43:0.007949694519462452","42_41:68;42_43:68","true"
"43","223.62771716053652","98.86350266848532","0.02529999999999999","0.021","0.0296","2100","0.00019484970862415643","0.00019484970862415643","0","0.00019484970862415643","0.00019484970862415643","43_42:0.007949694519462452;43_56:0.002788522112666919;43_44:0.0019627890837060624","43_42:68;43_56:68;43_44:68","true"
"44","182.8041847637763","143.02803737410986","0.012199999999999989","0.0234","0.001","2100","0.00021871741310829155","0.00021871741310829155","0","0.00021871741310829155","0.00021871741310829155","44_45:0.0020834664190404195;44_43:0.0019627890837060624","44_45:68;44_43:68","true"
"45","154.58018834416467","138.97135935605147","0.0037000000000000366","0.0074","0","2100","0.0001860537825873773","0.0001860537825873773","0","0.0001860537825873773","0.0001860537825873773","45_44:0.0020834664190404195;45_46:0.002006601030660693;45_37:0.002347188465533473","45_44:68;45_46:68;45_37:68","true"
"46","242.73680216930507","355.1468794495771","0.03720000000000001","0.0378","0.0366","2100","0.00027421751447242657","0.00027421751447242657","0","0.00027421751447242657","0.00027421751447242657","46_45:0.002006601030660693;46_47:0.001707914467180327","46_45:68;46_47:68","true"
"47","148.8355165729506","74.8923511693661","0.010099999999999998","0.0164","0.0038","2100","0.00016255960892769855","0.00016255960892769855","0","0.00016255960892769855","0.00016255960892769855","47_48:0.0020643188611515484;47_57:0.001878329841753762;47_46:0.001707914467180327","47_48:68;47_57:68;47_46:68","true"
"48","160.3190223598568","179.21187418659937","0.042300000000000004","0.0386","0.046","2100","0.0003084871582598412","0.0003084871582598412","0","0.0003084871582598412","0.0003084871582598412","48_47:0.0020643188611515484;48_49:0.001856023436357268","48_47:68;48_49:68","true"
"49","183.9982624693338","232.5358046732571","0.01859999999999995","0.026","0.0112","2100","0.0005708134385607481","0.0005708134385607481","0","0.0005708134385607481","0.0005708134385607481","49_48:0.001856023436357268;49_50:0.002184825865623491;49_38:0.0023627398893693585","49_48:68;49_50:68;49_38:68","true"
"50","155.70029512401138","291.3105790137951","0.1904","0.1748","0.206","2100","0.0002568082016054927","0.0002568082016054927","0","0.0002568082016054927","0.0002568082016054927","50_49:0.002184825865623491;50_51:0.0016186496790616678","50_49:68;50_51:68","true"
"51","159.77843473148909","136.37317951147946","0.03639999999999999","0.054","0.0188","2100","0.0004084279504526526","0.0004084279504526526","0","0.0004084279504526526","0.0004084279504526526","51_50:0.0016186496790616678;51_52:0.001818139610722247;51_58:0.001607778827474593","51_50:68;51_52:68;51_58:68","true"
"52","148.76953092136668","213.38798887093435","0.00770000000000004","0.014","0.0014","2100","0.00026801527017851956","0.00026801527017851956","0","0.00026801527017851956","0.00026801527017851956","52_51:0.001818139610722247;52_53:0.0022524024106557183","52_51:68;52_53:68","true"
"53","249.01491328550918","243.46612101460633","0.005900000000000016","0.0086","0.0032","2100","0.0002536381178918152","0.0002536381178918152","0","0.0002536381178918152","0.0002536381178918152","53_39:0.001542088927030949;53_52:0.0022524024106557183;53_54:0.0017761755940899904","53_39:68;53_52:68;53_54:68","true"
"54","288.92793408801504","393.51966764096363","0.005900000000000016","0.0088","0.003","2100","0.0001267171276424584","0.0001267171276424584","0","0.0001267171276424584","0.0001267171276424584","54_53:0.0017761755940899904;54_55:0.001500952578260023","54_53:68;54_55:68","true"
"55","197.9325082230254","69.12557913701905","0.008399999999999963","0.0146","0.0022","2100","0.00017638387169750645","0.00017638387169750645","0","0.00017638387169750645","0.00017638387169750645","55_59:0.0014762602384340295;55_54:0.001500952578260023","55_59:68;55_54:68","true"
"56","199.57204595429374","256.005769290895","0.005900000000000016","0.01","0.0018","2100","0.00030540328469390066","0.00030540328469390066","0","0.00030540328469390066","0.00030540328469390066","56_63:0.003918281569807447;56_43:0.002788522112666919","56_63:68;56_43:68","true"
"57","254.03318943830797","245.10020255365203","0.025499999999999967","0.0282","0.0228","2100","0.00022524912632280745","0.00022524912632280745","0","0.00022524912632280745","0.00022524912632280745","57_47:0.001878329841753762;57_67:0.010038412883315972","57_47:68;57_67:68","true"
"58","128.27741006997965","168.93260583432112","0.0534","0.069","0.0378","2100","0.0003724961187616508","0.0003724961187616508","0","0.0003724961187616508","0.0003724961187616508","58_71:0.00222206131763375;58_51:0.001607778827474593","58_71:68;58_51:68","true"
"59","114.77082651089107","82.76066947679033","0.0049000000000000155","0.0084","0.0014","2100","0.00019820712249360816","0.00019820712249360816","0","0.00019820712249360816","0.00019820712249360816","59_55:0.0014762602384340295;59_75:0.0016629851490306546","59_55:68;59_75:68","true"
"60","161.27171158700116","265.4949761802457","0.0047000000000000375","0.0052","0.0042","2100","0.00019891747092028826","0.00019891747092028826","0","0.00019891747092028826","0.00019891747092028826","60_61:0.019678180665318873","60_61:80","true"
"61","190.86330235296757","132.05020312282036","0.011199999999999988","0.0128","0.0096","2100","0.00018702778513884994","0.00018702778513884994","0","0.00018702778513884994","0.00018702778513884994","61_76:0.0017276684130908548;61_60:0.019678180665318873;61_62:0.0015021167502233812","61_76:68;61_60:80;61_62:68","true"
"62","117.09834486696299","77.39671289981064","0.010800000000000032","0.0128","0.0088","2100","0.00024042792176210868","0.00024042792176210868","0","0.00024042792176210868","0.00024042792176210868","62_61:0.0015021167502233812;62_63:0.0022886909477191353","62_61:68;62_63:68","true"
"63","160.6720211719778","265.4461984895251","0.38539999999999996","0.1356","0.6352","2100","0.00022479682852555365","0.00022479682852555365","0","0.00022479682852555365","0.00022479682852555365","63_56:0.003918281569807447;63_62:0.0022886909477191353;63_64:0.003404766460293529","63_56:68;63_62:68;63_64:68","true"
"64","133.2028497869184","176.1792338570512","0.014900000000000024","0.0228","0.007","2100","0.0004125865055658442","0.0004125865055658442","0","0.0004125865055658442","0.0004125865055658442","64_65:0.002210358628443293;64_63:0.003404766460293529","64_65:68;64_63:68","true"
"65","175.87132040581946","98.11150988271119","0.027800000000000047","0.0326","0.023","2100","0.00023564822897728207","0.00023564822897728207","0","0.00023564822897728207","0.00023564822897728207","65_64:0.002210358628443293;65_66:0.001400587754010446;65_77:0.001730306148609445","65_64:68;65_66:68;65_77:68","true"
"66","101.15908411470906","139.8922879943968","0.028100000000000014","0.0352","0.021","2100","0.00024300600014990945","0.00024300600014990945","0","0.00024300600014990945","0.00024300600014990945","66_65:0.001400587754010446;66_67:0.0017289554491196069","66_65:68;66_67:68","true"
"67","367.0226957301622","27.86548232883404","0.033399999999999985","0.0384","0.0284","2100","0.00024334451708161303","0.00024334451708161303","0","0.00024334451708161303","0.00024334451708161303","67_68:0.0042847094000823815;67_57:0.010038412883315972;67_66:0.0017289554491196069","67_68:68;67_57:68;67_66:68","true"
"68","152.85464853609056","32.67519857008958","0.0252","0.031","0.0194","2100","0.00030007239676353703","0.00030007239676353703","0","0.00030007239676353703","0.00030007239676353703","68_67:0.0042847094000823815;68_69:0.0026283069334176457","68_67:68;68_69:68","true"
"69","101.35104942840816","49.412444181665336","0.026599999999999957","0.0314","0.0218","2100","0.00018633155493627773","0.00018633155493627773","0","0.00018633155493627773","0.00018633155493627773","69_78:0.002450590489167903;69_68:0.0026283069334176457;69_70:0.0018243895583135161","69_78:68;69_68:68;69_70:80","true"
"70","161.976124342013","24.26307846924377","0.008299999999999974","0.0156","0.001","2100","0.0004167284268696507","0.0004167284268696507","0","0.0004167284268696507","0.0004167284268696507","70_69:0.0018243895583135161;70_71:0.003466017007390798","70_69:80;70_71:68","true"
"71","188.7189238053665","328.3706254844899","0.052100000000000035","0.0516","0.0526","2100","0.00012964627419972366","0.00012964627419972366","0","0.00012964627419972366","0.00012964627419972366","71_72:0.006823285672068025;71_58:0.00222206131763375;71_70:0.003466017007390798","71_72:68;71_58:68;71_70:68","true"
"72","99.54593981458056","132.09214744732645","0.01880000000000004","0.0208","0.0168","2100","0.0003542785021715614","0.0003542785021715614","0","0.0003542785021715614","0.0003542785021715614","72_73:0.07019777837329116;72_71:0.006823285672068025","72_73:68;72_71:68","true"
"73","203.29754660141563","36.221127603222556","0.0363","0.0522","0.0204","2100","0.0002506523703898339","0.0002506523703898339","0","0.0002506523703898339","0.0002506523703898339","73_72:0.07019777837329116;73_74:0.0016983475341549037;73_79:0.0014281263158604507","73_72:68;73_74:68;73_79:68","true"
"74","142.36409001620072","16.007483025189188","0.013900000000000023","0.0196","0.0082","2100","0.00024196066278754438","0.00024196066278754438","0","0.00024196066278754438","0.00024196066278754438","74_73:0.0016983475341549037;74_75:0.0026375166298517883","74_73:68;74_75:68","true"
"75","307.2117888710113","240.2575490326061","0.035800000000000054","0.0566","0.015","2100","0.00016656084865174307","0.00016656084865174307","0","0.00016656084865174307","0.00016656084865174307","75_59:0.0016629851490306546;75_74:0.0026375166298517883","75_59:68;75_74:68","true"
"76","178.54223686245354","58.64017021295949","0.031100000000000017","0.0266","0.0356","2100","0.00022414265958983054","0.00022414265958983054","0","0.00022414265958983054","0.00022414265958983054","76_81:0.00156568077691141;76_61:0.0017276684130908548","76_81:68;76_61:68","true"
"77","110.82709669653515","191.4542965172642","0.008099999999999996","0.0144","0.0018","2100","0.0001642675596081846","0.0001642675596081846","0","0.0001642675596081846","0.0001642675596081846","77_85:0.002114750801695958;77_65:0.001730306148609445","77_85:68;77_65:68","true"
"78","150.68382787524004","204.29995102969698","0.10250000000000004","0.0756","0.1294","2100","0.00016770805139296096","0.00016770805139296096","0","0.00016770805139296096","0.00016770805139296096","78_69:0.002450590489167903;78_89:0.001814367674469991","78_69:68;78_89:68","true"
"79","87.01206753121974","38.48501755190022","0.009800000000000031","0.0114","0.0082","2100","0.0002464571524327795","0.0002464571524327795","0","0.0002464571524327795","0.0002464571524327795","79_93:0.001949527818025626;79_73:0.0014281263158604507","79_93:68;79_73:68","true"
"80","93.01793664877046","40.49268358347537","0.007499999999999951","0.0114","0.0036","2100","0.00023467818053374626","0.00023467818053374626","0","0.00023467818053374626","0.00023467818053374626","80_81:0.0023321347839724282","80_81:68","true"
"81","227.85529969204669","121.55797688515531","0.023900000000000032","0.043","0.0048","2100","0.00025056046813785567","0.00025056046813785567","0","0.00025056046813785567","0.00025056046813785567","81_80:0.0023321347839724282;81_82:0.003774706609463968;81_76:0.00156568077691141","81_80:68;81_82:68;81_76:68","true"
"82","76.31089392565012","19.55427165442209","0.023900000000000032","0.0406","0.0072","2100","0.0019319500765388085","0.0019319500765388085","0","0.0019319500765388085","0.0019319500765388085","82_81:0.003774706609463968;82_83:0.025953054097828193","82_81:68;82_83:68","true"
"83","265.8005466105251","207.8750064012009","0.12409999999999999","0.0994","0.1488","2100","0.0002863423374853852","0.0002863423374853852","0","0.0002863423374853852","0.0002863423374853852","83_96:0.0030099224170760663;83_82:0.025953054097828193;83_84:0.002634341282156477","83_96:68;83_82:68;83_84:68","true"
"84","138.22508423947548","180.0306780675686","0.009800000000000031","0.019","0.0006","2100","0.0006846210038835103","0.0006846210038835103","0","0.0006846210038835103","0.0006846210038835103","84_83:0.002634341282156477;84_85:0.004294594106285604","84_83:68;84_85:68","true"
"85","193.5132002061561","96.50321312492757","0.01849999999999996","0.0356","0.0014","2100","0.0002079255683565481","0.0002079255683565481","0","0.0002079255683565481","0.0002079255683565481","85_77:0.002114750801695958;85_86:0.001797684901329616;85_84:0.004294594106285604","85_77:68;85_86:68;85_84:68","true"
"86","180.31531209490288","80.83851470960273","0.0044999999999999485","0.0082","0.0008","2100","0.0003288421219378071","0.0003288421219378071","0","0.0003288421219378071","0.0003288421219378071","86_85:0.001797684901329616;86_87:0.0016469030528762363","86_85:68;86_87:68","true"
"87","200.66573965057015","167.67056684672346","0.03500000000000003","0.0366","0.0334","2100","0.0006684613072436012","0.0006684613072436012","0","0.0006684613072436012","0.0006684613072436012","87_86:0.0016469030528762363;87_88:0.0019889728872043155;87_97:0.0018303727839311945","87_86:68;87_88:68;87_97:68","true"
"88","235.35981335715405","194.0286969819436","0.005199999999999982","0.0084","0.002","2100","0.00016476673279992266","0.00016476673279992266","0","0.00016476673279992266","0.00016476673279992266","88_87:0.0019889728872043155;88_89:0.001971033596774252","88_87:68;88_89:68","true"
"89","246.61529483559892","281.83028501415924","0.010000000000000009","0.01","0.01","2100","0.00013381074563643052","0.00013381074563643052","0","0.00013381074563643052","0.00013381074563643052","89_90:0.000997091538334216;89_88:0.001971033596774252;89_78:0.001814367674469991","89_90:68;89_88:68;89_78:68","true"
"90","245.36829325248803","227.55938068653774","0.03049999999999997","0.0434","0.0176","2100","0.00020393074297703702","0.00020393074297703702","0","0.00020393074297703702","0.00020393074297703702","90_89:0.000997091538334216;90_91:0.0012352527965102666","90_89:68;90_91:80","true"
"91","155.14605593937011","254.34541636473574","0.009199999999999986","0.0082","0.0102","2100","0.0003615732566056928","0.0003615732566056928","0","0.0003615732566056928","0.0003615732566056928","91_98:0.0013398631505619485;91_90:0.0012352527965102666;91_92:0.002777587751659899","91_98:68;91_90:80;91_92:68","true"
"92","192.54081673382709","241.3911103688331","0.027599999999999958","0.0336","0.0216","2100","0.0001876356018657447","0.0001876356018657447","0","0.0001876356018657447","0.0001876356018657447","92_91:0.002777587751659899;92_93:0.0026318470021375884","92_91:68;92_93:68","true"
"93","270.04498565723355","281.97673079199114","0.005299999999999971","0.01","0.0006","2100","0.0001546406685145226","0.0001546406685145226","0","0.0001546406685145226","0.0001546406685145226","93_94:0.0013449844897991947;93_79:0.001949527818025626;93_92:0.0026318470021375884","93_94:68;93_79:68;93_92:68","true"
"94","175.79872098457747","241.71601425632088","0.06140000000000001","0.045","0.0778","2100","0.00010268089014410772","0.00010268089014410772","0","0.00010268089014410772","0.00010268089014410772","94_93:0.0013449844897991947;94_95:0.0008807788604360545","94_93:68;94_95:68","true"
"95","413.0764531463572","326.31450857477006","0.025000000000000022","0.0196","0.0304","2100","0.0006511681475637203","0.0006511681475637203","0","0.0006511681475637203","0.0006511681475637203","95_99:0.001775735152997726;95_94:0.0008807788604360545","95_99:68;95_94:68","true"
"96","106.58390607182052","57.36020226836259","0.05020000000000002","0.0738","0.0266","2100","0.00041290771636294244","0.00041290771636294244","0","0.00041290771636294244","0.00041290771636294244","96_83:0.0030099224170760663;96_103:0.003688029465255177","96_83:68;96_103:68","true"
"97","83.47483462615645","75.06242709524398","0.007099999999999995","0.0096","0.0046","2100","0.00021894043117509133","0.00021894043117509133","0","0.00021894043117509133","0.00021894043117509133","97_87:0.0018303727839311945;97_107:0.0018770614564456167","97_87:68;97_107:68","true"
"98","261.35012885146705","73.68863219706685","0.14939999999999998","0.1568","0.142","2100","0.00017091150270676528","0.00017091150270676528","0","0.00017091150270676528","0.00017091150270676528","98_91:0.0013398631505619485;98_111:0.0018877614640268048","98_91:68;98_111:68","true"
"99","131.08215863013132","35.263752236932504","0.07379999999999998","0.0784","0.0692","2100","0.000215791874437459","0.000215791874437459","0","0.000215791874437459","0.000215791874437459","99_115:0.0018270347732230463;99_95:0.001775735152997726","99_115:68;99_95:68","true"
"100","79.03262218943445","137.18345724613573","0.02190000000000003","0.0258","0.018","2100","0.00034533570821887845","0.00034533570821887845","0","0.00034533570821887845","0.00034533570821887845","100_101:0.0033090387970168555","100_101:68","true"
"101","161.16035330258526","83.6531133289861","0.012599999999999945","0.02","0.0052","2100","0.000461984627190377","0.000461984627190377","0","0.000461984627190377","0.000461984627190377","101_100:0.0033090387970168555;101_116:0.004013166249380085;101_102:0.004701344914237848","101_100:68;101_116:68;101_102:68","true"
"102","86.43404696962563","153.56604264307472","0.016800000000000037","0.0162","0.0174","2100","0.0002326806843343905","0.0002326806843343905","0","0.0002326806843343905","0.0002326806843343905","102_101:0.004701344914237848;102_103:0.004749145489372997","102_101:68;102_103:68","true"
"103","92.4340398303815","103.98158596996429","0.01319999999999999","0.0258","0.0006","2100","0.0003889080831019004","0.0003889080831019004","0","0.0003889080831019004","0.0003889080831019004","103_104:0.0018613777020913547;103_96:0.003688029465255177;103_102:0.004749145489372997","103_104:68;103_96:68;103_102:68","true"
"104","359.38197696028226","282.6581603900938","0.027800000000000047","0.021","0.0346","2100","0.0002178946800146739","0.0002178946800146739","0","0.0002178946800146739","0.0002178946800146739","104_103:0.0018613777020913547;104_105:0.0014371211398051809","104_103:68;104_105:68","true"
